Region,State,Year,Population,Total Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Agg-Aslt Rate,Burglary Rate,Larceny Rate,MVTheft Rate,Murder,Rape,Robbery,Agg-Aslt,Burglary,Larceny,MVTheft,Total,Violent,Property,Latitude,Longitude
Pacific,California,2003,35462712,0.040060021354261,0.005796257206725,0.034263764147536,0.000067874109572,0.000281817137956,0.001798226824841,0.003648339134356,0.006831795605480,0.020626905240637,0.006805063301419,2407,9994,63770,129380,242274,731486,241326,1420637,205551,1215086,36.17,-119.7462
Pacific,California,2004,35842038,0.039516977243314,0.005278020184009,0.034238957059306,0.000066737276491,0.000268260415326,0.001723339504299,0.003219682987893,0.006860742684331,0.020330512455793,0.007047701919182,2392,9615,61768,115400,245903,728687,252604,1416369,189175,1227194,36.17,-119.7462
Pacific,California,2005,36154147,0.038466099061886,0.005260198781622,0.033205900280264,0.000069231338800,0.000259776561732,0.001759742803502,0.003171448077588,0.006929246595142,0.019153183174257,0.007123470510866,2503,9392,63622,114661,250521,692467,257543,1390709,190178,1200531,36.17,-119.7462
Pacific,California,2006,36457549,0.037084363515496,0.005332613006980,0.031751750508516,0.000068298612175,0.000253034014985,0.001949500225591,0.003061780154228,0.006769050766413,0.018314999727491,0.006667700014612,2490,9225,71074,111625,246783,667720,243088,1352005,194414,1157591,36.17,-119.7462
Pacific,California,2007,36553215,0.035552385747738,0.005225915148640,0.030326470599098,0.000061827666869,0.000246572018357,0.001929843927545,0.002987671535869,0.006484162884168,0.017840510061837,0.006001797653093,2260,9013,70542,109209,237017,652128,219385,1299554,191024,1108530,36.17,-119.7462
Pacific,California,2008,36580371,0.034607057429789,0.005062086439747,0.029544970990043,0.000058555994416,0.000243381894623,0.001896782293433,0.002863366257275,0.006498676571651,0.017783116524433,0.005263177893958,2142,8903,69385,104743,237724,650513,192529,1265939,185173,1080766,36.17,-119.7462
Pacific,California,2009,36961664,0.032043119054380,0.004732849689884,0.027310269364496,0.000053352576334,0.000235730729006,0.001734039896039,0.002709726488504,0.006228020470074,0.016649737414419,0.004432511480003,1972,8713,64093,100156,230198,615402,163833,1184367,174934,1009433,36.17,-119.7462
Pacific,California,2010,37253956,0.030763766403761,0.004405787133050,0.026357979270712,0.000048558601401,0.000223627257197,0.001559995400220,0.002573605874233,0.006143159668734,0.016120650381398,0.004094169220579,1809,8331,58116,95877,228857,600558,152524,1146072,164133,981939,36.17,-119.7462
Mountain,Colorado,1973,2437000,0.054958145260566,0.004139515798112,0.050818629462454,0.000079195732458,0.000387361510053,0.001629052113254,0.002043906442347,0.015988100123102,0.029105867870332,0.005724661469019,193,944,3970,4981,38963,70931,13951,133933,10088,123845,39.0646,-105.3272
Mountain,Colorado,1974,2496000,0.061657852564103,0.004298076923077,0.057359775641026,0.000060496794872,0.000364583333333,0.001657451923077,0.002215544871795,0.018431490384615,0.033542467948718,0.005385817307692,151,910,4137,5530,46005,83722,13443,153898,10728,143170,39.0646,-105.3272
Mountain,Colorado,1975,2534000,0.066754538279400,0.004631018153118,0.062123520126283,0.000074191002368,0.000414759273875,0.001741120757695,0.002400947119179,0.020011838989740,0.037440015785320,0.004671665351223,188,1051,4412,6084,50710,94873,11838,169156,11735,157421,39.0646,-105.3272
Mountain,Colorado,1976,2583000,0.067823848238482,0.004169570267131,0.063654277971351,0.000068137824235,0.000337979094077,0.001396825396825,0.002366627951994,0.018799070847851,0.040434765776229,0.004420441347271,176,873,3608,6113,48558,104443,11418,175189,10770,164419,39.0646,-105.3272
Mountain,Colorado,1977,2619000,0.068274914089347,0.005119129438717,0.063155784650630,0.000063382970599,0.000420007636502,0.001707140129821,0.002928598701795,0.019352424589538,0.039032073310424,0.004771286750668,166,1100,4471,7670,50684,102225,12496,178812,13407,165405,39.0646,-105.3272
Mountain,Colorado,1978,2670000,0.068324344569288,0.004979775280899,0.063344569288390,0.000073408239700,0.000495505617978,0.001592134831461,0.002818726591760,0.018695505617978,0.039769662921348,0.004879400749064,196,1323,4251,7526,49917,106185,13028,182426,13296,169130,39.0646,-105.3272
Mountain,Colorado,1979,2772000,0.070510822510823,0.005220779220779,0.065290043290043,0.000058080808081,0.000531024531025,0.001570346320346,0.003061327561328,0.017944083694084,0.042531746031746,0.004814213564214,161,1472,4353,8486,49741,117898,13345,195456,14472,180984,39.0646,-105.3272
Mountain,Colorado,1980,2878407,0.073334660456287,0.005285909880013,0.068048750576274,0.000068788048389,0.000524595722565,0.001600885489787,0.003091640619273,0.020308107922195,0.043257954834045,0.004482687820034,198,1510,4608,8899,58455,124514,12903,211087,15215,195872,39.0646,-105.3272
Mountain,Colorado,1981,2963000,0.073531555855552,0.005317246034425,0.068214309821127,0.000080661491731,0.000456294296321,0.001595005062437,0.003185285183935,0.020316233547081,0.043759028012150,0.004139048261897,239,1352,4726,9438,60197,129658,12264,217874,15755,202119,39.0646,-105.3272
Mountain,Colorado,1982,3045000,0.070799343185550,0.005042364532020,0.065756978653530,0.000059770114943,0.000445320197044,0.001506403940887,0.003030870279146,0.017490968801314,0.044293267651888,0.003972742200328,182,1356,4587,9229,53260,134873,12097,215584,15354,200230,39.0646,-105.3272
Mountain,Colorado,1983,3139000,0.066271105447595,0.004764256132526,0.061506849315069,0.000064351704364,0.000419241796751,0.001264096846129,0.003016565785282,0.015323669958586,0.042456514813635,0.003726664542848,202,1316,3968,9469,48101,133271,11698,208025,14955,193070,39.0646,-105.3272
Mountain,Colorado,1984,3178000,0.064711139081183,0.004577721837634,0.060133417243549,0.000057898049087,0.000389553178099,0.001140025173065,0.002990245437382,0.015613278791693,0.040547199496539,0.003972938955318,184,1238,3623,9503,49619,128859,12626,205652,14548,191104,39.0646,-105.3272
Mountain,Colorado,1985,3231000,0.069190653048592,0.004710306406685,0.064480346641907,0.000058495821727,0.000408851748685,0.001241720829465,0.003001238006809,0.017480656143609,0.042670380687094,0.004329309811204,189,1321,4012,9697,56480,137868,13988,223555,15219,208336,39.0646,-105.3272
Mountain,Colorado,1986,3267000,0.070318640955005,0.005235690235690,0.065082950719314,0.000070400979492,0.000423018059382,0.001448117539027,0.003294153657790,0.017915824915825,0.042307621671258,0.004859504132231,230,1382,4731,10762,58531,138219,15876,229731,17105,212626,39.0646,-105.3272
Mountain,Colorado,1987,3296000,0.064512742718447,0.004675060679612,0.059837682038835,0.000057949029126,0.000407766990291,0.001188106796117,0.003021237864078,0.015345873786408,0.040129247572816,0.004362560679612,191,1344,3916,9958,50580,132266,14379,212634,15409,197225,39.0646,-105.3272
