Region,State,Year,Population,Total Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Agg-Aslt Rate,Burglary Rate,Larceny Rate,MVTheft Rate,Murder,Rape,Robbery,Agg-Aslt,Burglary,Larceny,MVTheft,Total,Violent,Property,Latitude,Longitude
South,Mississippi,1973,2281000,0.019263042525208,0.003390618149934,0.015872424375274,0.000161332748794,0.000170539237177,0.000468215694871,0.002590530469093,0.005937746602367,0.008797018851381,0.001137658921526,368,389,1068,5909,13544,20066,2595,43939,7734,36205,32.7673,-89.6812
South,Mississippi,1974,2324000,0.022491824440620,0.003348537005164,0.019143287435456,0.000128657487091,0.000174268502582,0.000480206540448,0.002565404475043,0.007556798623064,0.010345094664372,0.001241394148021,299,405,1116,5962,17562,24042,2885,52271,7782,44489,32.7673,-89.6812
South,Mississippi,1975,2346000,0.024107416879795,0.003158994032396,0.020948422847400,0.000139386189258,0.000164535379369,0.000545609548167,0.002309462915601,0.007842284739983,0.011812872975277,0.001293265132140,327,386,1280,5418,18398,27713,3034,56556,7411,49145,32.7673,-89.6812
South,Mississippi,1976,2354000,0.024683092608326,0.002954120645709,0.021728971962617,0.000124893797791,0.000163126593033,0.000641036533560,0.002025063721325,0.008112999150382,0.012394222599830,0.001221750212404,294,384,1509,4767,19098,29176,2876,58104,6954,51150,32.7673,-89.6812
South,Mississippi,1977,2389000,0.025885726245291,0.002886563415655,0.022999162829636,0.000143156132273,0.000195897865216,0.000656760150691,0.001890749267476,0.009155713687735,0.012399330263709,0.001444118878192,342,468,1569,4517,21873,29622,3450,61841,6896,54945,32.7673,-89.6812
South,Mississippi,1978,2404000,0.025548668885191,0.003211730449251,0.022336938435940,0.000125623960067,0.000218386023295,0.000702163061564,0.002165557404326,0.008462978369384,0.012355657237937,0.001518302828619,302,525,1688,5206,20345,29703,3650,61419,7721,53698,32.7673,-89.6812
South,Mississippi,1979,2406000,0.029606400665004,0.003236076475478,0.026370324189526,0.000125519534497,0.000217373233583,0.000707398171239,0.002185785536160,0.009737323358271,0.014965087281796,0.001667913549460,302,523,1702,5259,23428,36006,4013,71233,7786,63447,32.7673,-89.6812
South,Mississippi,1980,2511491,0.034171733046226,0.003419482689765,0.030752250356462,0.000145331996014,0.000246467138445,0.000810275649007,0.002217407906299,0.011790605660144,0.017177843758946,0.001783800937371,365,619,2035,5569,29612,43142,4480,85822,8588,77234,32.7673,-89.6812
South,Mississippi,1981,2530000,0.035373517786561,0.003045849802372,0.032327667984190,0.000126086956522,0.000260079051383,0.000813833992095,0.001845849802372,0.011705138339921,0.018809090909091,0.001813438735178,319,658,2059,4670,29614,47587,4588,89495,7706,81789,32.7673,-89.6812
South,Mississippi,1982,2551000,0.035725989807919,0.002945903567229,0.032780086240690,0.000140337122697,0.000264602116817,0.000730301842415,0.001810662485300,0.011838494707958,0.019405723245786,0.001535868286946,358,675,1863,4619,30200,49504,3918,91137,7515,83622,32.7673,-89.6812
South,Mississippi,1983,2587000,0.032081561654426,0.002804406648628,0.029277155005798,0.000112098956320,0.000238113645149,0.000637804406649,0.001816389640510,0.010235407808272,0.017620409741013,0.001421337456513,290,616,1650,4699,26479,45584,3677,82995,7255,75740,32.7673,-89.6812
South,Mississippi,1984,2598000,0.030594688221709,0.002816012317167,0.027778675904542,0.000093148575828,0.000275211701309,0.000605080831409,0.001842571208622,0.009801385681293,0.016532717474981,0.001444572748268,242,715,1572,4787,25464,42952,3753,79485,7316,72169,32.7673,-89.6812
South,Mississippi,1985,2613000,0.032657099119786,0.002709146574818,0.029947952544968,0.000105625717566,0.000267125908917,0.000625717566016,0.001710677382319,0.010218522770762,0.018169919632606,0.001559510141600,276,698,1635,4470,26701,47478,4075,85333,7079,78254,32.7673,-89.6812
South,Mississippi,1986,2625000,0.033450666666667,0.002741333333333,0.030709333333333,0.000112380952381,0.000258285714286,0.000646476190476,0.001724190476190,0.010758857142857,0.018449523809524,0.001500952380952,295,678,1697,4526,28242,48430,3940,87808,7196,80612,32.7673,-89.6812
South,Mississippi,1987,2625000,0.034385904761905,0.002697523809524,0.031688380952381,0.000102476190476,0.000292190476190,0.000569904761905,0.001732952380952,0.012014095238095,0.018069714285714,0.001604571428571,269,767,1496,4549,31537,47433,4212,90263,7081,83182,32.7673,-89.6812
South,Mississippi,1988,2627000,0.035928435477731,0.003252379139703,0.032676056338028,0.000085649029311,0.000362009897221,0.000771983250856,0.002032736962314,0.012809668823753,0.018202512371527,0.001663875142748,225,951,2028,5340,33651,47818,4371,94384,8544,85840,32.7673,-89.6812
South,Mississippi,1989,2621000,0.035152995040061,0.003111789393361,0.032041205646700,0.000096528042732,0.000388019839756,0.000783288821061,0.001843952689813,0.011452880579931,0.018796642502862,0.001791682563907,253,1017,2053,4833,30018,49266,4696,92136,8156,83980,32.7673,-89.6812
South,Mississippi,1990,2573216,0.038691271933643,0.003403523062191,0.035287748871451,0.000121637670526,0.000440693668934,0.000861567781329,0.001979623941403,0.012511969457675,0.020700166639722,0.002075612774054,313,1134,2217,5094,32196,53266,5341,99561,8758,90803,32.7673,-89.6812
South,Mississippi,1991,2592000,0.042207561728395,0.003890817901235,0.038316743827161,0.000128086419753,0.000462577160494,0.001163194444444,0.002136959876543,0.013319444444444,0.022134645061728,0.002862654320988,332,1199,3015,5539,34524,57373,7420,109402,10085,99317,32.7673,-89.6812
South,Mississippi,1992,2614000,0.042824789594491,0.004117444529457,0.038707345065034,0.000122417750574,0.000446059678653,0.001244835501148,0.002304131599082,0.012828232593726,0.022513771996940,0.003365340474369,320,1166,3254,6023,33533,58851,8797,111944,10763,101181,32.7673,-89.6812
South,Mississippi,1993,2643000,0.044182746878547,0.004338630344306,0.039844116534241,0.000135073779796,0.000425652667423,0.001393492243663,0.002384411653424,0.012858494135452,0.023634884600832,0.003350737797957,357,1125,3683,6302,33985,62467,8856,116775,11467,105308,32.7673,-89.6812
South,Mississippi,1994,2669000,0.048370550768078,0.004937055076808,0.043433495691270,0.000153240914200,0.000454102660172,0.001624578493818,0.002705133008617,0.012923566878981,0.026459722742600,0.004050206069689,409,1212,4336,7220,34493,70621,10810,129101,13177,115924,32.7673,-89.6812
South,Mississippi,1995,2697000,0.045144605116796,0.005027808676307,0.040116796440489,0.000129032258065,0.000390804597701,0.001308861698183,0.003199110122358,0.011310715609937,0.025200964034112,0.003605116796440,348,1054,3530,8628,30505,67967,9723,121755,13560,108195,32.7673,-89.6812
South,Mississippi,1996,2716000,0.045229013254786,0.004882547864507,0.040346465390280,0.000110824742268,0.000361192930781,0.001342415316642,0.003068114874816,0.011323637702504,0.025515095729013,0.003507731958763,301,981,3646,8333,30755,69299,9527,122842,13261,109581,32.7673,-89.6812
South,Mississippi,1997,2731000,0.046302453313805,0.004689857195167,0.041612596118638,0.000131087513731,0.000389967045038,0.001369827901867,0.002798974734529,0.011874404979861,0.026322592456976,0.003415598681802,358,1065,3741,7644,32429,71887,9328,126452,12808,113644,32.7673,-89.6812
South,Mississippi,1998,2752000,0.043839752906977,0.004106831395349,0.039732921511628,0.000114462209302,0.000372819767442,0.001233284883721,0.002386264534884,0.011445494186047,0.024900072674419,0.003387354651163,315,1026,3394,6567,31498,68525,9322,120647,11302,109345,32.7673,-89.6812
South,Mississippi,1999,2769000,0.042698085951607,0.003492596605273,0.039205489346334,0.000076923076923,0.000417479234381,0.001116287468400,0.001881906825569,0.010512459371614,0.023806067172264,0.004886962802456,213,1156,3091,5211,29109,65919,13532,118231,9671,108560,32.7673,-89.6812
South,Mississippi,2000,2844658,0.040043829521862,0.003609221213939,0.036434608307923,0.000089641707369,0.000358215293367,0.000950202098108,0.002211162115094,0.009462648937060,0.024522455775000,0.002449503595863,255,1019,2703,6290,26918,69758,6968,113911,10267,103644,32.7673,-89.6812
South,Mississippi,2001,2859733,0.041827331432690,0.003498928046779,0.038328403385911,0.000098610604556,0.000401086395128,0.001151855785138,0.001847375261956,0.010427896590346,0.024587959785057,0.003312547010508,282,1147,3294,5283,29821,70315,9473,119615,10006,109609,32.7673,-89.6812
South,Mississippi,2002,2866733,0.041664849848242,0.003438757638050,0.038226092210192,0.000092090892315,0.000393130438028,0.001170670585646,0.001782865722061,0.010322900667764,0.024581291665460,0.003321899876968,264,1127,3356,5111,29593,70468,9523,119442,9858,109584,32.7673,-89.6812
South,Mississippi,2003,2882594,0.040311955134854,0.003238749542946,0.037073205591908,0.000092624906595,0.000374315633766,0.001046279843780,0.001725529158806,0.010256040219330,0.023696365148890,0.003120800223687,267,1079,3016,4974,29564,68307,8996,116203,9336,106867,32.7673,-89.6812
South,Mississippi,2004,2900768,0.037765171154674,0.002953700537237,0.034811470617437,0.000078255137950,0.000400238833302,0.000862874935190,0.001612331630796,0.009535750532273,0.022559542852100,0.002716177233064,227,1161,2503,4677,27661,65440,7879,109548,8568,100980,32.7673,-89.6812
South,Mississippi,2005,2908496,0.035537955011800,0.002795602950803,0.032742352060997,0.000073577546608,0.000394361897008,0.000826887848565,0.001500775658622,0.009237076482141,0.020929373806944,0.002575901771912,214,1147,2405,4365,26866,60873,7492,103362,8131,95231,32.7673,-89.6812
South,Mississippi,2006,2910540,0.035223360613494,0.003093240429611,0.032130120183883,0.000079710294310,0.000355604114700,0.001118005593464,0.001539920427137,0.009328853065067,0.019947501150989,0.002853765967827,232,1035,3254,4482,27152,58058,8306,102519,9003,93516,32.7673,-89.6812
South,Mississippi,2007,2918785,0.034276591115824,0.002898808922206,0.031377782193618,0.000069892095512,0.000351858735741,0.000986369328334,0.001490688762619,0.009327511276096,0.019601991924722,0.002448278992800,204,1027,2879,4351,27225,57214,7146,100046,8461,91585,32.7673,-89.6812
South,Mississippi,2008,2940212,0.032445619567569,0.003044678410945,0.029400941156624,0.000079586097873,0.000315283387729,0.001051624848820,0.001598184076522,0.008778278573110,0.018461934037410,0.002160728546105,234,927,3092,4699,25810,54282,6353,95397,8952,86445,32.7673,-89.6812
South,Mississippi,2009,2951996,0.032445165914859,0.002862808757193,0.029582357157666,0.000065718246231,0.000335705061931,0.001005760170407,0.001455625278625,0.010013224950169,0.017726650036111,0.001842482171385,194,991,2969,4297,29559,52329,5439,95778,8451,87327,32.7673,-89.6812
South,Mississippi,2010,2967297,0.032547129593027,0.002697067398376,0.029850062194651,0.000070097465808,0.000312405532712,0.000936542584042,0.001378021815814,0.010259842543567,0.017783861878336,0.001806357772747,208,927,2779,4089,30444,52770,5360,96577,8003,88574,32.7673,-89.6812
Plains,Missouri,1973,4757000,0.041414336766870,0.004086819424007,0.037327517342863,0.000089762455329,0.000282110573891,0.001934202228295,0.001780744166491,0.012348118562119,0.020525541307547,0.004453857473197,427,1342,9201,8471,58740,97640,21187,197008,19441,177567,38.4623,-92.302
Plains,Missouri,1974,4777000,0.047880678249948,0.004524178354616,0.043356499895332,0.000097550764078,0.000268997278627,0.002167259786477,0.001990370525434,0.014712790454260,0.024372618798409,0.004271090642663,466,1285,10353,9508,70283,116428,20403,228726,21612,207114,38.4623,-92.302
Plains,Missouri,1975,4763000,0.053978165022045,0.004938274196935,0.049039890825110,0.000106025614109,0.000251942053328,0.002447407096368,0.002132899433130,0.015126390930086,0.029246903212261,0.004666596682763,505,1200,11657,10159,72047,139303,22227,257098,23521,233577,38.4623,-92.302
Plains,Missouri,1976,4778000,0.050340519045626,0.004493511929678,0.045847007115948,0.000092716617832,0.000271243197991,0.002040602762662,0.002088949351193,0.014031812473838,0.027949351192968,0.003865843449142,443,1296,9750,9981,67044,133542,18471,240527,21470,219057,38.4623,-92.302
Plains,Missouri,1977,4801000,0.045812539054364,0.004604249114768,0.041208289939596,0.000096229952093,0.000283066027911,0.001890439491773,0.002334513642991,0.013182670277026,0.024242032909811,0.003783586752760,462,1359,9076,11208,63290,116386,18165,219946,22105,197841,38.4623,-92.302
Plains,Missouri,1978,4860000,0.045273868312757,0.004678600823045,0.040595267489712,0.000103909465021,0.000279835390947,0.001840123456790,0.002454732510288,0.013451646090535,0.023455144032922,0.003688477366255,505,1360,8943,11930,65375,113992,17926,220031,22738,197293,38.4623,-92.302
Plains,Missouri,1979,4868000,0.049398315529992,0.005271569433032,0.044126746096960,0.000111544782251,0.000336483155300,0.002109079704191,0.002714461791290,0.014466516023007,0.025554231717338,0.004105998356615,543,1638,10267,13214,70423,124398,19988,240471,25662,214809,38.4623,-92.302
Plains,Missouri,1980,4901288,0.054331024824495,0.005544869022184,0.048786155802312,0.000110991233325,0.000326444803896,0.002235738850686,0.002871694134277,0.016689082543201,0.027951428277628,0.004145644981482,544,1600,10958,14075,81798,136998,20319,266292,27177,239115,38.4623,-92.302
Plains,Missouri,1981,4938000,0.053513568246254,0.005401984609154,0.048111583637100,0.000104495747266,0.000296678817335,0.002152490886999,0.002848319157554,0.015830903199676,0.028466383151073,0.003814297286351,516,1465,10629,14065,78173,140567,18835,264250,26675,237575,38.4623,-92.302
Plains,Missouri,1982,4951000,0.049478085235306,0.005065239345587,0.044412845889719,0.000096748131691,0.000259139567764,0.001929711169461,0.002779640476671,0.013912542920622,0.027142597455060,0.003357705514038,479,1283,9554,13762,68881,134383,16624,244966,25078,219888,38.4623,-92.302
Plains,Missouri,1983,4970000,0.045298993963783,0.004772233400402,0.040526760563380,0.000081086519115,0.000267605633803,0.001679275653924,0.002744265593561,0.012172233400402,0.025179074446680,0.003175452716298,403,1330,8346,13639,60496,125140,15782,225136,23718,201418,38.4623,-92.302
Plains,Missouri,1984,5008000,0.042970047923323,0.004606829073482,0.038363218849840,0.000071485623003,0.000264576677316,0.001408346645367,0.002862420127796,0.011154752396166,0.023911541533546,0.003296924920128,358,1325,7053,14335,55863,119749,16511,215194,23071,192123,38.4623,-92.302
Plains,Missouri,1985,5029000,0.043660369854842,0.005034997017300,0.038625372837542,0.000081328295884,0.000291906939749,0.001476436667329,0.003185325114337,0.010986677271823,0.023990853052297,0.003647842513422,409,1468,7425,16019,55252,120650,18345,219568,25321,194247,38.4623,-92.302
Plains,Missouri,1986,5066000,0.046540268456376,0.005785629688117,0.040754638768259,0.000091590998816,0.000292143703119,0.001702329253849,0.003699565732333,0.011361231741019,0.025004737465456,0.004388669561784,464,1480,8624,18742,57556,126674,22233,235773,29310,206463,38.4623,-92.302
Plains,Missouri,1987,5103000,0.047074661963551,0.005446208112875,0.041628453850676,0.000082892416226,0.000288653733098,0.001641387419165,0.003433274544386,0.011113266705859,0.026252008622379,0.004263178522438,423,1473,8376,17520,56711,133964,21755,240222,27792,212430,38.4623,-92.302
Plains,Missouri,1988,5139000,0.048447363300253,0.005525004864760,0.042922358435493,0.000080365829928,0.000292858532788,0.001680871764935,0.003470908737108,0.011403969643900,0.027174158396575,0.004344230395018,413,1505,8638,17837,58605,139648,22325,248971,28393,220578,38.4623,-92.302
Plains,Missouri,1989,5159000,0.051271176584609,0.006325644504749,0.044945532079860,0.000079278930025,0.000307617755379,0.001949990308199,0.003988757511146,0.011357627447180,0.028352200038767,0.005235704593914,409,1587,10060,20578,58594,146269,27011,264508,32634,231874,38.4623,-92.302
Plains,Missouri,1990,5117073,0.051205835836229,0.007152917302528,0.044052918533701,0.000087745474806,0.000324990477955,0.002163932388692,0.004576248961076,0.010657655265031,0.028001750219315,0.005393513049355,449,1663,11073,23417,54536,143287,27599,262024,36602,225422,38.4623,-92.302
Plains,Missouri,1991,5158000,0.054156649864289,0.007630476929042,0.046526172935246,0.000105273361768,0.000340442031795,0.002511050794882,0.004673710740597,0.012532570763862,0.028408879410624,0.005584722760760,543,1756,12952,24107,64643,146533,28806,279340,39358,239982,38.4623,-92.302
Plains,Missouri,1992,5193000,0.050971307529367,0.007403812824957,0.043567494704410,0.000105334103601,0.000364914307722,0.002269015983054,0.004664548430580,0.011000770267668,0.027592528403620,0.004974196033122,547,1895,11783,24223,57127,143288,25831,264694,38448,226246,38.4623,-92.302
Plains,Missouri,1993,5234000,0.050954145968666,0.007444210928544,0.043509935040122,0.000112724493695,0.000361864730608,0.002417653802063,0.004551967902178,0.010254680932365,0.027778372181888,0.005476881925869,590,1894,12654,23825,53673,145392,28666,266694,38963,227731,38.4623,-92.302
Plains,Missouri,1994,5278000,0.053076544145510,0.007434634331186,0.045641909814324,0.000104964001516,0.000370405456612,0.002307313376279,0.004651951496779,0.010529935581660,0.029989200454718,0.005122773777946,554,1955,12178,24553,55577,158283,27038,280138,39240,240898,38.4623,-92.302
Plains,Missouri,1995,5324000,0.051205296769346,0.006637678437265,0.044567618332081,0.000088091660406,0.000321374906086,0.002040383170548,0.004187828700225,0.009325507137491,0.030509015777611,0.004733095416980,469,1711,10863,22296,49649,162430,25199,272617,35339,237278,38.4623,-92.302
Plains,Missouri,1996,5359000,0.050839708900914,0.005909498040679,0.044930210860235,0.000080798656466,0.000292218697518,0.001705915282702,0.003830565403993,0.008941780182870,0.031511476021646,0.004476954655719,433,1566,9142,20528,47919,168870,23992,272450,31669,240781,38.4623,-92.302
Plains,Missouri,1997,5402000,0.048145316549426,0.005774157719363,0.042371158830063,0.000078859681599,0.000282302850796,0.001560533135876,0.003852462051092,0.008681969640874,0.028780451684561,0.004908737504628,426,1525,8430,20811,46900,155472,26517,260081,31192,228889,38.4623,-92.302
Plains,Missouri,1998,5439000,0.048263651406509,0.005556536127965,0.042707115278544,0.000073359073359,0.000268983268983,0.001492186063615,0.003722007722008,0.008724949439235,0.029483912483913,0.004498253355396,399,1463,8116,20244,47455,160363,24466,262506,30222,232284,38.4623,-92.302
Plains,Missouri,1999,5468000,0.045786942209217,0.005002377468910,0.040784564740307,0.000065654718361,0.000263167520117,0.001307425018288,0.003366130212143,0.007768105340161,0.028813094367228,0.004203365032919,359,1439,7149,18406,42476,157550,22984,250363,27353,223010,38.4623,-92.302
Plains,Missouri,2000,5595211,0.045277649046658,0.004900440751922,0.040377208294736,0.000062017321599,0.000241456488415,0.001357947001463,0.003239019940446,0.007450121183991,0.028513491269588,0.004413595841158,347,1351,7598,18123,41685,159539,24695,253338,27419,225919,38.4623,-92.302
Plains,Missouri,2001,5637309,0.047697048361195,0.005405415952895,0.042291632408300,0.000065988931953,0.000245329819600,0.001378494597334,0.003715602604008,0.007623672926214,0.029698567170968,0.004969392311119,372,1383,7771,20946,42977,167420,28014,268883,30472,238411,38.4623,-92.302
Plains,Missouri,2002,5669544,0.046049029692688,0.005389675077925,0.040659354614763,0.000058382120326,0.000258398206275,0.001238900341897,0.003833994409427,0.007535173904639,0.028207030406678,0.004917150303446,331,1465,7024,21737,42721,159921,27878,261077,30557,230520,38.4623,-92.302
Plains,Missouri,2003,5719204,0.045746051373583,0.004907501113791,0.040838550259791,0.000050531507531,0.000244789309841,0.001169043803998,0.003443136492421,0.007343154746710,0.028258477928047,0.005236917585035,289,1400,6686,19692,41997,161616,29951,261631,28067,233564,38.4623,-92.302
Plains,Missouri,2004,5759532,0.043902004537869,0.004900745407787,0.039001259130082,0.000061463327229,0.000256791697659,0.001151135196401,0.003431355186498,0.007026959829375,0.027478621526888,0.004495677773819,354,1479,6630,19763,40472,158264,25893,252855,28226,224629,38.4623,-92.302
Plains,Missouri,2005,5797703,0.044549712187741,0.005256737021541,0.039292975166199,0.000069337804989,0.000280283415691,0.001241181205729,0.003665934595132,0.007386028570280,0.027474329057560,0.004432617538360,402,1625,7196,21254,42822,159288,25699,258286,30477,227809,38.4623,-92.302
Plains,Missouri,2006,5842713,0.043743719741155,0.005459278934290,0.038284440806865,0.000063326745640,0.000302085692041,0.001300252126024,0.003793614370584,0.007651753560375,0.026284535968137,0.004348151278353,370,1765,7597,22165,44707,153573,25405,255582,31897,223685,38.4623,-92.302
Plains,Missouri,2007,5878415,0.043877643888701,0.005596066286576,0.038281577602126,0.000062431794965,0.000303993508454,0.001313619402509,0.003916021580647,0.007632499576842,0.026588289530426,0.004060788494858,367,1787,7722,23020,44867,156297,23871,257931,32896,225035,38.4623,-92.302
Plains,Missouri,2008,5956335,0.041348580964637,0.004988134482026,0.036360446482611,0.000076557144620,0.000270971998721,0.001241703161424,0.003398902177262,0.007684591279705,0.025190154684047,0.003485700518859,456,1614,7396,20245,45772,150041,20762,246286,29711,216575,38.4623,-92.302
Plains,Missouri,2009,5987580,0.038629295976004,0.004929036438762,0.033700259537242,0.000064633791949,0.000268221885971,0.001242071087150,0.003354109673691,0.007280236756753,0.023509330981799,0.002910691798690,387,1606,7437,20083,43591,140764,17428,231296,29513,201783,38.4623,-92.302
Plains,Missouri,2010,5988927,0.038014489072917,0.004550397759064,0.033464091313853,0.000070129423852,0.000239107940371,0.001023889588235,0.003217270806607,0.007354071939765,0.023429906559222,0.002680112814867,420,1432,6132,19268,44043,140320,16051,227666,27252,200414,38.4623,-92.302
Mountain,Montana,1973,721000,0.033952843273232,0.001674063800277,0.032278779472954,0.000059639389736,0.000163661581137,0.000363384188627,0.001087378640777,0.007556171983356,0.022417475728155,0.002305131761442,43,118,262,784,5448,16163,1662,24480,1207,23273,46.9048,-110.3261
Mountain,Montana,1974,735000,0.040838095238095,0.001624489795918,0.039213605442177,0.000042176870748,0.000122448979592,0.000356462585034,0.001103401360544,0.008878911564626,0.027504761904762,0.002829931972789,31,90,262,811,6526,20216,2080,30016,1194,28822,46.9048,-110.3261
Mountain,Montana,1975,748000,0.041889037433155,0.001895721925134,0.039993315508021,0.000052139037433,0.000143048128342,0.000414438502674,0.001286096256684,0.008751336898396,0.028148395721925,0.003093582887701,39,107,310,962,6546,21055,2314,31333,1418,29915,46.9048,-110.3261
Mountain,Montana,1976,753000,0.042618857901726,0.001803452855246,0.040815405046481,0.000050464807437,0.000135458167331,0.000355909694555,0.001261620185923,0.008410358565737,0.029326693227092,0.003078353253652,38,102,268,950,6333,22083,2318,32092,1358,30734,46.9048,-110.3261
Mountain,Montana,1977,761000,0.041052562417871,0.002180026281209,0.038872536136662,0.000053876478318,0.000166885676741,0.000391590013141,0.001567674113009,0.008048620236531,0.027731931668857,0.003091984231275,41,127,298,1193,6125,21104,2353,31241,1659,29582,46.9048,-110.3261
Mountain,Montana,1978,785000,0.039157961783440,0.002375796178344,0.036782165605096,0.000048407643312,0.000157961783439,0.000368152866242,0.001801273885350,0.007859872611465,0.025850955414013,0.003071337579618,38,124,289,1414,6170,20293,2411,30739,1865,28874,46.9048,-110.3261
Mountain,Montana,1979,786000,0.044605597964377,0.002241730279898,0.042363867684478,0.000041984732824,0.000206106870229,0.000330788804071,0.001662849872774,0.008033078880407,0.031217557251908,0.003113231552163,33,162,260,1307,6314,24537,2447,35060,1762,33298,46.9048,-110.3261
Mountain,Montana,1980,781592,0.050244884799230,0.002226225447548,0.048018659351682,0.000039662637284,0.000209828145631,0.000340331016694,0.001636403647939,0.009506238549013,0.035295908862936,0.003216511939733,31,164,266,1279,7430,27587,2514,39271,1740,37531,46.9048,-110.3261
Mountain,Montana,1981,792000,0.050189393939394,0.002530303030303,0.047659090909091,0.000034090909091,0.000220959595960,0.000381313131313,0.001893939393939,0.009660353535354,0.035194444444444,0.002804292929293,27,175,302,1500,7651,27874,2221,39750,2004,37746,46.9048,-110.3261
Mountain,Montana,1982,801000,0.043332084893883,0.002248439450687,0.041083645443196,0.000038701622971,0.000148564294632,0.000330836454432,0.001730337078652,0.008438202247191,0.030061173533084,0.002584269662921,31,119,265,1386,6759,24079,2070,34709,1801,32908,46.9048,-110.3261
Mountain,Montana,1983,817000,0.046444308445532,0.002126070991432,0.044318237454100,0.000036719706242,0.000198286413709,0.000235006119951,0.001656058751530,0.009082007343941,0.032947368421053,0.002288861689106,30,162,192,1353,7420,26918,1870,37945,1737,36208,46.9048,-110.3261
Mountain,Montana,1984,824000,0.046526699029126,0.002376213592233,0.044150485436893,0.000043689320388,0.000206310679612,0.000274271844660,0.001851941747573,0.008580097087379,0.032864077669903,0.002706310679612,36,170,226,1526,7070,27080,2230,38338,1958,36380,46.9048,-110.3261
Mountain,Montana,1985,826000,0.045492736077482,0.002084745762712,0.043407990314770,0.000058111380145,0.000192493946731,0.000209443099274,0.001624697336562,0.008274818401937,0.032380145278450,0.002753026634383,48,159,173,1342,6835,26746,2274,37577,1722,35855,46.9048,-110.3261
Mountain,Montana,1986,819000,0.044788766788767,0.001573870573871,0.043214896214896,0.000029304029304,0.000173382173382,0.000195360195360,0.001175824175824,0.007925518925519,0.033140415140415,0.002148962148962,24,142,160,963,6491,27142,1760,36682,1289,35393,46.9048,-110.3261
Mountain,Montana,1987,809000,0.045993819530284,0.001511742892460,0.044482076637825,0.000040791100124,0.000197775030902,0.000242274412855,0.001030902348578,0.008060568603214,0.034043263288010,0.002378244746601,33,160,196,834,6521,27541,1924,37209,1223,35986,46.9048,-110.3261
Mountain,Montana,1988,804000,0.042670398009950,0.001230099502488,0.041440298507463,0.000026119402985,0.000167910447761,0.000226368159204,0.000809701492537,0.007036069651741,0.032240049751244,0.002164179104478,21,135,182,651,5657,25921,1740,34307,989,33318,46.9048,-110.3261
Mountain,Montana,1989,806000,0.039975186104218,0.001160049627792,0.038815136476427,0.000028535980149,0.000179900744417,0.000169975186104,0.000781637717122,0.006916873449132,0.029642679900744,0.002255583126551,23,145,137,630,5575,23892,1818,32220,935,31285,46.9048,-110.3261
Mountain,Montana,1990,799065,0.045021368724697,0.001593111949591,0.043428256775106,0.000048807043232,0.000244035216159,0.000216503037926,0.001083766652275,0.007090787357724,0.033912134807556,0.002425334609825,39,195,173,866,5666,27098,1938,35975,1273,34702,46.9048,-110.3261
Mountain,Montana,1991,808000,0.036481435643564,0.001398514851485,0.035082920792079,0.000025990099010,0.000198019801980,0.000185643564356,0.000988861386139,0.005236386138614,0.027783415841584,0.002063118811881,21,160,150,799,4231,22449,1667,29477,1130,28347,46.9048,-110.3261
Mountain,Montana,1992,824000,0.045961165048544,0.001699029126214,0.044262135922330,0.000029126213592,0.000254854368932,0.000269417475728,0.001145631067961,0.006439320388350,0.035489077669903,0.002333737864078,24,210,222,944,5306,29243,1923,37872,1400,36472,46.9048,-110.3261
Mountain,Montana,1993,839000,0.047899880810489,0.001774731823600,0.046125148986889,0.000029797377831,0.000278903456496,0.000324195470799,0.001141835518474,0.007141835518474,0.036520858164482,0.002462455303933,25,234,272,958,5992,30641,2066,40188,1489,38699,46.9048,-110.3261
Mountain,Montana,1994,856000,0.050188084112150,0.001771028037383,0.048417056074766,0.000032710280374,0.000272196261682,0.000327102803738,0.001139018691589,0.007217289719626,0.038337616822430,0.002862149532710,28,233,280,975,6178,32817,2450,42961,1516,41445,46.9048,-110.3261
Mountain,Montana,1995,870000,0.053049425287356,0.001705747126437,0.051343678160920,0.000029885057471,0.000258620689655,0.000332183908046,0.001085057471264,0.007208045977011,0.041055172413793,0.003080459770115,26,225,289,944,6271,35718,2680,46153,1484,44669,46.9048,-110.3261
Mountain,Montana,1996,879000,0.044936291240046,0.001609783845279,0.043326507394767,0.000038680318544,0.000270762229807,0.000296928327645,0.001003412969283,0.005583617747440,0.035185437997725,0.002557451649602,34,238,261,882,4908,30928,2248,39499,1415,38084,46.9048,-110.3261
Mountain,Montana,1997,879000,0.044087599544937,0.001320819112628,0.042766780432309,0.000047781569966,0.000194539249147,0.000203640500569,0.000874857792947,0.005690557451650,0.034597269624573,0.002478953356086,42,171,179,769,5002,30411,2179,38753,1161,37592,46.9048,-110.3261
Mountain,Montana,1998,880000,0.040706818181818,0.001387500000000,0.039319318181818,0.000040909090909,0.000178409090909,0.000198863636364,0.000969318181818,0.005114772727273,0.031915909090909,0.002288636363636,36,157,175,853,4501,28086,2014,35822,1221,34601,46.9048,-110.3261
Mountain,Montana,1999,883000,0.040698754246886,0.002064552661382,0.038634201585504,0.000026047565119,0.000283125707814,0.000258210645527,0.001497168742922,0.004285390713477,0.032201585503964,0.002147225368063,23,250,228,1322,3784,28434,1896,35937,1823,34114,46.9048,-110.3261
