Airline,Carrier Code,Flight Number,Tail Number,Flight ID,Event,Airport,Time,Original Time,Longitude,Latitude
Atlantic Southeast,EV,4260,N637AS,EV4260FAYATL,Arrive,ATL,21:35,2135,-84.42694444,33.64027778
Atlantic Southeast,EV,4260,N637AS,EV4260FAYATL,Depart,FAY,19:30,1930,,
Atlantic Southeast,EV,4262,N712EV,EV4262DENDFW,Arrive,DFW,14:35,1439,-97.0375,32.89638889
Atlantic Southeast,EV,4262,N712EV,EV4262DENDFW,Depart,DEN,11:50,1152,-104.6669444,39.85833333
Atlantic Southeast,EV,4262,N712EV,EV4262DFWDEN,Arrive,DEN,10:45,1045,-104.6669444,39.85833333
Atlantic Southeast,EV,4262,N712EV,EV4262DFWDEN,Depart,DFW,9:45,945,-97.0375,32.89638889
Atlantic Southeast,EV,4263,N712EV,EV4263DENDFW,Arrive,DFW,20:15,2019,-97.0375,32.89638889
Atlantic Southeast,EV,4263,N712EV,EV4263DENDFW,Depart,DEN,17:35,1735,-104.6669444,39.85833333
Atlantic Southeast,EV,4263,N712EV,EV4263DFWDEN,Arrive,DEN,16:30,1634,-104.6669444,39.85833333
Atlantic Southeast,EV,4263,N712EV,EV4263DFWDEN,Depart,DFW,15:45,1547,-97.0375,32.89638889
Atlantic Southeast,EV,4264,N921EV,EV4264DFWCAE,Arrive,CAE,22:40,2242,-81.11944444,33.93861111
Atlantic Southeast,EV,4264,N921EV,EV4264DFWCAE,Depart,DFW,19:25,1925,-97.0375,32.89638889
Atlantic Southeast,EV,4265,N862AS,EV4265ATLIND,Arrive,IND,14:30,1434,-86.29416667,39.71722222
Atlantic Southeast,EV,4265,N862AS,EV4265ATLIND,Depart,ATL,12:50,1252,-84.42694444,33.64027778
Atlantic Southeast,EV,4265,N862AS,EV4265INDATL,Arrive,ATL,17:55,1755,-84.42694444,33.64027778
Atlantic Southeast,EV,4265,N862AS,EV4265INDATL,Depart,IND,15:50,1554,-86.29416667,39.71722222
Atlantic Southeast,EV,4267,N852AS,EV4267FNTATL,Arrive,ATL,8:35,835,-84.42694444,33.64027778
Atlantic Southeast,EV,4267,N852AS,EV4267FNTATL,Depart,FNT,5:45,548,,
Atlantic Southeast,EV,4270,N859AS,EV4270ATLAVL,Arrive,AVL,25:00,2500,,
Atlantic Southeast,EV,4270,N859AS,EV4270ATLAVL,Depart,ATL,23:45,2347,-84.42694444,33.64027778
Atlantic Southeast,EV,4271,N845AS,EV4271AVLATL,Arrive,ATL,7:45,748,-84.42694444,33.64027778
Atlantic Southeast,EV,4271,N845AS,EV4271AVLATL,Depart,AVL,6:40,640,,
Atlantic Southeast,EV,4272,N642AS,EV4272ATLAVL,Arrive,AVL,12:10,1210,,
Atlantic Southeast,EV,4272,N642AS,EV4272ATLAVL,Depart,ATL,10:40,1040,-84.42694444,33.64027778
Atlantic Southeast,EV,4272,N642AS,EV4272AVLATL,Arrive,ATL,13:30,1330,-84.42694444,33.64027778
Atlantic Southeast,EV,4272,N642AS,EV4272AVLATL,Depart,AVL,12:20,1220,,
Atlantic Southeast,EV,4274,N532AS,EV4274ATLMGM,Arrive,MGM,19:15,1915,,
Atlantic Southeast,EV,4274,N532AS,EV4274ATLMGM,Depart,ATL,19:25,1925,-84.42694444,33.64027778
Atlantic Southeast,EV,4274,N532AS,EV4274MGMATL,Arrive,ATL,21:30,2133,-84.42694444,33.64027778
Atlantic Southeast,EV,4274,N532AS,EV4274MGMATL,Depart,MGM,19:40,1940,,
Atlantic Southeast,EV,4275,N839AS,EV4275ATLFWA,Arrive,FWA,17:50,1752,,
Atlantic Southeast,EV,4275,N839AS,EV4275ATLFWA,Depart,ATL,16:25,1626,-84.42694444,33.64027778
Atlantic Southeast,EV,4275,N839AS,EV4275FWAATL,Arrive,ATL,19:55,1955,-84.42694444,33.64027778
Atlantic Southeast,EV,4275,N839AS,EV4275FWAATL,Depart,FWA,18:20,1823,,
Atlantic Southeast,EV,4276,N702EV,EV4276CHSDFW,Arrive,DFW,15:05,1505,-97.0375,32.89638889
Atlantic Southeast,EV,4276,N702EV,EV4276CHSDFW,Depart,CHS,13:05,1305,-80.04027778,32.89861111
Atlantic Southeast,EV,4277,N713EV,EV4277ATLGSP,Arrive,GSP,21:00,2103,,
Atlantic Southeast,EV,4277,N713EV,EV4277ATLGSP,Depart,ATL,20:15,2015,-84.42694444,33.64027778
Atlantic Southeast,EV,4277,N713EV,EV4277GSPATL,Arrive,ATL,22:35,2238,-84.42694444,33.64027778
Atlantic Southeast,EV,4277,N713EV,EV4277GSPATL,Depart,GSP,21:40,2140,,
Atlantic Southeast,EV,4278,N635AS,EV4278PFNATL,Arrive,ATL,9:50,950,-84.42694444,33.64027778
Atlantic Southeast,EV,4278,N635AS,EV4278PFNATL,Depart,PFN,7:35,735,,
Atlantic Southeast,EV,4279,N914EV,EV4279ATLFLO,Arrive,FLO,9:40,940,-79.72388889,34.18527778
Atlantic Southeast,EV,4279,N914EV,EV4279ATLFLO,Depart,ATL,8:20,823,-84.42694444,33.64027778
Atlantic Southeast,EV,4279,N914EV,EV4279FLOATL,Arrive,ATL,11:20,1124,-84.42694444,33.64027778
Atlantic Southeast,EV,4279,N914EV,EV4279FLOATL,Depart,FLO,10:10,1011,-79.72388889,34.18527778
Atlantic Southeast,EV,4280,N906EV,EV4280ATLAEX,Arrive,AEX,20:10,2012,-92.54833333,31.32722222
Atlantic Southeast,EV,4280,N906EV,EV4280ATLAEX,Depart,ATL,19:30,1930,-84.42694444,33.64027778
Atlantic Southeast,EV,4281,N533AS,EV4281MCNATL,Arrive,ATL,9:25,927,-84.42694444,33.64027778
Atlantic Southeast,EV,4281,N533AS,EV4281MCNATL,Depart,MCN,8:50,850,-83.64916667,32.69277778
Atlantic Southeast,EV,4282,N864AS,EV4282ATLTRI,Arrive,TRI,18:40,1844,,
Atlantic Southeast,EV,4282,N864AS,EV4282ATLTRI,Depart,ATL,17:50,1750,-84.42694444,33.64027778
Atlantic Southeast,EV,4282,N864AS,EV4282TRIATL,Arrive,ATL,20:50,2053,-84.42694444,33.64027778
Atlantic Southeast,EV,4282,N864AS,EV4282TRIATL,Depart,TRI,19:50,1951,,
Atlantic Southeast,EV,4283,N642AS,EV4283ATLAVL,Arrive,AVL,15:20,1520,,
Atlantic Southeast,EV,4283,N642AS,EV4283ATLAVL,Depart,ATL,14:10,1410,-84.42694444,33.64027778
Atlantic Southeast,EV,4283,N642AS,EV4283AVLATL,Arrive,ATL,18:50,1853,-84.42694444,33.64027778
Atlantic Southeast,EV,4283,N642AS,EV4283AVLATL,Depart,AVL,17:30,1730,,
Atlantic Southeast,EV,4285,N640AS,EV4285ATLMCN,Arrive,MCN,22:55,2258,-83.64916667,32.69277778
Atlantic Southeast,EV,4285,N640AS,EV4285ATLMCN,Depart,ATL,22:10,2213,-84.42694444,33.64027778
Atlantic Southeast,EV,4286,N631AS,EV4286MYRATL,Arrive,ATL,7:25,727,-84.42694444,33.64027778
Atlantic Southeast,EV,4286,N631AS,EV4286MYRATL,Depart,MYR,5:25,525,-78.92833333,33.67972222
Atlantic Southeast,EV,4287,N856AS,EV4287ATLHPN,Arrive,HPN,15:10,1510,-73.7075,41.06694444
Atlantic Southeast,EV,4287,N856AS,EV4287ATLHPN,Depart,ATL,12:25,1225,-84.42694444,33.64027778
Atlantic Southeast,EV,4287,N856AS,EV4287HPNATL,Arrive,ATL,18:30,1830,-84.42694444,33.64027778
Atlantic Southeast,EV,4287,N856AS,EV4287HPNATL,Depart,HPN,15:30,1530,-73.7075,41.06694444
Atlantic Southeast,EV,4290,N841AS,EV4290MCNATL,Arrive,ATL,8:05,808,-84.42694444,33.64027778
Atlantic Southeast,EV,4290,N841AS,EV4290MCNATL,Depart,MCN,7:30,734,-83.64916667,32.69277778
Atlantic Southeast,EV,4291,N751EV,EV4291ATLBTR,Arrive,BTR,14:55,1455,-91.14944444,30.53305556
Atlantic Southeast,EV,4291,N751EV,EV4291ATLBTR,Depart,ATL,14:15,1418,-84.42694444,33.64027778
Atlantic Southeast,EV,4292,N884AS,EV4292ATLHPN,Arrive,HPN,21:25,2125,-73.7075,41.06694444
Atlantic Southeast,EV,4292,N884AS,EV4292ATLHPN,Depart,ATL,19:05,1905,-84.42694444,33.64027778
Atlantic Southeast,EV,4294,N532AS,EV4294ATLPFN,Arrive,PFN,23:00,2300,,
Atlantic Southeast,EV,4294,N532AS,EV4294ATLPFN,Depart,ATL,22:25,2225,-84.42694444,33.64027778
Atlantic Southeast,EV,4297,N632AS,EV4297TRIATL,Arrive,ATL,8:20,821,-84.42694444,33.64027778
Atlantic Southeast,EV,4297,N632AS,EV4297TRIATL,Depart,TRI,7:00,700,,
Atlantic Southeast,EV,4298,N719EV,EV4298ATLPFN,Arrive,PFN,21:30,2133,,
Atlantic Southeast,EV,4298,N719EV,EV4298ATLPFN,Depart,ATL,21:25,2128,-84.42694444,33.64027778
Atlantic Southeast,EV,4299,N866AS,EV4299DFWJAN,Arrive,JAN,12:40,1240,-90.07583333,32.31111111
Atlantic Southeast,EV,4299,N866AS,EV4299DFWJAN,Depart,DFW,11:30,1130,-97.0375,32.89638889
Atlantic Southeast,EV,4299,N866AS,EV4299JANDFW,Arrive,DFW,14:45,1448,-97.0375,32.89638889
Atlantic Southeast,EV,4299,N866AS,EV4299JANDFW,Depart,JAN,13:25,1325,-90.07583333,32.31111111
Atlantic Southeast,EV,4300,N917EV,EV4300GTRATL,Arrive,ATL,8:40,843,-84.42694444,33.64027778
Atlantic Southeast,EV,4300,N917EV,EV4300GTRATL,Depart,GTR,7:40,740,,
Atlantic Southeast,EV,4301,N862AS,EV4301ATLILM,Arrive,ILM,19:35,1936,-77.9025,34.27055556
Atlantic Southeast,EV,4301,N862AS,EV4301ATLILM,Depart,ATL,18:30,1830,-84.42694444,33.64027778
Atlantic Southeast,EV,4301,N862AS,EV4301ILMATL,Arrive,ATL,22:20,2222,-84.42694444,33.64027778
Atlantic Southeast,EV,4301,N862AS,EV4301ILMATL,Depart,ILM,21:00,2100,-77.9025,34.27055556
Atlantic Southeast,EV,4303,N908EV,EV4303ATLILM,Arrive,ILM,9:15,919,-77.9025,34.27055556
Atlantic Southeast,EV,4303,N908EV,EV4303ATLILM,Depart,ATL,8:00,801,-84.42694444,33.64027778
Atlantic Southeast,EV,4303,N908EV,EV4303ILMATL,Arrive,ATL,11:15,1115,-84.42694444,33.64027778
Atlantic Southeast,EV,4303,N908EV,EV4303ILMATL,Depart,ILM,9:50,950,-77.9025,34.27055556
Atlantic Southeast,EV,4306,N927EV,EV4306ATLCLT,Arrive,CLT,7:30,733,-80.94305556,35.21388889
Atlantic Southeast,EV,4306,N927EV,EV4306ATLCLT,Depart,ATL,6:25,627,-84.42694444,33.64027778
Atlantic Southeast,EV,4306,N927EV,EV4306CLTATL,Arrive,ATL,10:05,1007,-84.42694444,33.64027778
Atlantic Southeast,EV,4306,N927EV,EV4306CLTATL,Depart,CLT,8:30,830,-80.94305556,35.21388889
Atlantic Southeast,EV,4307,N921EV,EV4307DFWLIT,Arrive,LIT,14:20,1422,-92.22416667,34.72944444
Atlantic Southeast,EV,4307,N921EV,EV4307DFWLIT,Depart,DFW,13:15,1317,-97.0375,32.89638889
Atlantic Southeast,EV,4307,N921EV,EV4307LITDFW,Arrive,DFW,16:20,1623,-97.0375,32.89638889
Atlantic Southeast,EV,4307,N921EV,EV4307LITDFW,Depart,LIT,15:10,1514,-92.22416667,34.72944444
Atlantic Southeast,EV,4308,N630AS,EV4308ATLPFN,Arrive,PFN,8:10,813,,
Atlantic Southeast,EV,4308,N630AS,EV4308ATLPFN,Depart,ATL,7:30,732,-84.42694444,33.64027778
Atlantic Southeast,EV,4308,N630AS,EV4308PFNATL,Arrive,ATL,11:10,1111,-84.42694444,33.64027778
Atlantic Southeast,EV,4308,N630AS,EV4308PFNATL,Depart,PFN,8:45,845,,
Atlantic Southeast,EV,4309,N874AS,EV4309CRPDFW,Arrive,DFW,18:35,1835,-97.0375,32.89638889
Atlantic Southeast,EV,4309,N874AS,EV4309CRPDFW,Depart,CRP,17:25,1725,-97.50111111,27.77027778
Atlantic Southeast,EV,4309,N874AS,EV4309DFWCRP,Arrive,CRP,16:50,1653,-97.50111111,27.77027778
Atlantic Southeast,EV,4309,N874AS,EV4309DFWCRP,Depart,DFW,15:35,1537,-97.0375,32.89638889
Atlantic Southeast,EV,4310,N863AS,EV4310ATLBUF,Arrive,BUF,15:10,1512,-78.73194444,42.94027778
Atlantic Southeast,EV,4310,N863AS,EV4310ATLBUF,Depart,ATL,13:05,1309,-84.42694444,33.64027778
Atlantic Southeast,EV,4310,N863AS,EV4310BUFATL,Arrive,ATL,20:20,2020,-84.42694444,33.64027778
Atlantic Southeast,EV,4310,N863AS,EV4310BUFATL,Depart,BUF,17:45,1745,-78.73194444,42.94027778
Atlantic Southeast,EV,4312,N874AS,EV4312LITDFW,Arrive,DFW,6:35,638,-97.0375,32.89638889
Atlantic Southeast,EV,4312,N874AS,EV4312LITDFW,Depart,LIT,5:25,528,-92.22416667,34.72944444
Atlantic Southeast,EV,4313,N633AS,EV4313ATLMGM,Arrive,MGM,12:20,1220,,
Atlantic Southeast,EV,4313,N633AS,EV4313ATLMGM,Depart,ATL,11:55,1155,-84.42694444,33.64027778
Atlantic Southeast,EV,4313,N633AS,EV4313MGMATL,Arrive,ATL,14:40,1444,-84.42694444,33.64027778
Atlantic Southeast,EV,4313,N633AS,EV4313MGMATL,Depart,MGM,12:40,1240,,
Atlantic Southeast,EV,4315,N706EV,EV4315ATLMLB,Arrive,MLB,9:40,941,-80.645,28.1025
Atlantic Southeast,EV,4315,N706EV,EV4315ATLMLB,Depart,ATL,8:10,810,-84.42694444,33.64027778
Atlantic Southeast,EV,4315,N706EV,EV4315MLBATL,Arrive,ATL,11:50,1150,-84.42694444,33.64027778
Atlantic Southeast,EV,4315,N706EV,EV4315MLBATL,Depart,MLB,10:20,1021,-80.645,28.1025
Atlantic Southeast,EV,4317,N858AS,EV4317FAYATL,Arrive,ATL,7:55,756,-84.42694444,33.64027778
Atlantic Southeast,EV,4317,N858AS,EV4317FAYATL,Depart,FAY,6:45,645,,
Atlantic Southeast,EV,4319,N723EV,EV4319DFWMOB,Arrive,MOB,17:10,1713,-88.24277778,30.69138889
Atlantic Southeast,EV,4319,N723EV,EV4319DFWMOB,Depart,DFW,15:40,1540,-97.0375,32.89638889
Atlantic Southeast,EV,4320,N705EV,EV4320ATLMHT,Arrive,MHT,12:10,1214,,
Atlantic Southeast,EV,4320,N705EV,EV4320ATLMHT,Depart,ATL,9:40,942,-84.42694444,33.64027778
Atlantic Southeast,EV,4320,N705EV,EV4320MHTATL,Arrive,ATL,16:10,1613,-84.42694444,33.64027778
Atlantic Southeast,EV,4320,N705EV,EV4320MHTATL,Depart,MHT,12:35,1238,,
Atlantic Southeast,EV,4321,N744EV,EV4321PFNATL,Arrive,ATL,7:25,725,-84.42694444,33.64027778
Atlantic Southeast,EV,4321,N744EV,EV4321PFNATL,Depart,PFN,5:20,520,,
Atlantic Southeast,EV,4323,N902EV,EV4323ATLFLO,Arrive,FLO,16:05,1609,-79.72388889,34.18527778
Atlantic Southeast,EV,4323,N902EV,EV4323ATLFLO,Depart,ATL,15:00,1502,-84.42694444,33.64027778
Atlantic Southeast,EV,4323,N902EV,EV4323FLOATL,Arrive,ATL,19:35,1939,-84.42694444,33.64027778
Atlantic Southeast,EV,4323,N902EV,EV4323FLOATL,Depart,FLO,18:15,1815,-79.72388889,34.18527778
Atlantic Southeast,EV,4324,N871AS,EV4324MOBDFW,Arrive,DFW,21:40,2141,-97.0375,32.89638889
Atlantic Southeast,EV,4324,N871AS,EV4324MOBDFW,Depart,MOB,19:50,1950,-88.24277778,30.69138889
Atlantic Southeast,EV,4325,N915EV,EV4325ATLBQK,Arrive,BQK,19:20,1920,0,0
Atlantic Southeast,EV,4325,N915EV,EV4325ATLBQK,Depart,ATL,18:20,1820,-84.42694444,33.64027778
Atlantic Southeast,EV,4325,N915EV,EV4325BQKATL,Arrive,ATL,21:40,2140,-84.42694444,33.64027778
Atlantic Southeast,EV,4325,N915EV,EV4325BQKATL,Depart,BQK,20:30,2030,0,0
Atlantic Southeast,EV,4326,N865AS,EV4326ATLFAY,Arrive,FAY,24:35,2436,,
Atlantic Southeast,EV,4326,N865AS,EV4326ATLFAY,Depart,ATL,23:40,2343,-84.42694444,33.64027778
Atlantic Southeast,EV,4329,N533AS,EV4329ATLLEX,Arrive,LEX,17:10,1714,,
Atlantic Southeast,EV,4329,N533AS,EV4329ATLLEX,Depart,ATL,15:30,1534,-84.42694444,33.64027778
Atlantic Southeast,EV,4329,N533AS,EV4329LEXATL,Arrive,ATL,20:45,2045,-84.42694444,33.64027778
Atlantic Southeast,EV,4329,N533AS,EV4329LEXATL,Depart,LEX,18:50,1850,,
Atlantic Southeast,EV,4330,N820AS,EV4330MSYDFW,Arrive,DFW,12:35,1238,-97.0375,32.89638889
Atlantic Southeast,EV,4330,N820AS,EV4330MSYDFW,Depart,MSY,11:05,1107,-90.25777778,29.99333333
Atlantic Southeast,EV,4331,N905EV,EV4331ATLGPT,Arrive,GPT,14:50,1454,,
Atlantic Southeast,EV,4331,N905EV,EV4331ATLGPT,Depart,ATL,14:25,1429,-84.42694444,33.64027778
Atlantic Southeast,EV,4331,N905EV,EV4331GPTATL,Arrive,ATL,19:00,1903,-84.42694444,33.64027778
Atlantic Southeast,EV,4331,N905EV,EV4331GPTATL,Depart,GPT,16:35,1639,,
Atlantic Southeast,EV,4332,N900EV,EV4332DFWPNS,Arrive,PNS,13:00,1303,-87.18722222,30.47305556
Atlantic Southeast,EV,4332,N900EV,EV4332DFWPNS,Depart,DFW,11:35,1135,-97.0375,32.89638889
Atlantic Southeast,EV,4335,N706EV,EV4335ATLTLH,Arrive,TLH,19:35,1938,-84.35027778,30.39638889
Atlantic Southeast,EV,4335,N706EV,EV4335ATLTLH,Depart,ATL,18:35,1835,-84.42694444,33.64027778
Atlantic Southeast,EV,4335,N706EV,EV4335TLHATL,Arrive,ATL,21:30,2133,-84.42694444,33.64027778
Atlantic Southeast,EV,4335,N706EV,EV4335TLHATL,Depart,TLH,20:15,2015,-84.35027778,30.39638889
Atlantic Southeast,EV,4336,N909EV,EV4336AMADFW,Arrive,DFW,12:20,1224,-97.0375,32.89638889
Atlantic Southeast,EV,4336,N909EV,EV4336AMADFW,Depart,AMA,11:10,1112,-101.7058333,35.21916667
Atlantic Southeast,EV,4336,N909EV,EV4336DFWAMA,Arrive,AMA,10:35,1035,-101.7058333,35.21916667
Atlantic Southeast,EV,4336,N909EV,EV4336DFWAMA,Depart,DFW,9:25,926,-97.0375,32.89638889
Atlantic Southeast,EV,4337,N636AS,EV4337ATLTRI,Arrive,TRI,23:05,2305,,
Atlantic Southeast,EV,4337,N636AS,EV4337ATLTRI,Depart,ATL,22:00,2202,-84.42694444,33.64027778
Atlantic Southeast,EV,4339,N900EV,EV4339DFWATL,Arrive,ATL,24:05,2407,-84.42694444,33.64027778
Atlantic Southeast,EV,4339,N900EV,EV4339DFWATL,Depart,DFW,21:20,2123,-97.0375,32.89638889
Atlantic Southeast,EV,4340,N844AS,EV4340ATLCRW,Arrive,CRW,18:15,1817,,
Atlantic Southeast,EV,4340,N844AS,EV4340ATLCRW,Depart,ATL,17:05,1705,-84.42694444,33.64027778
Atlantic Southeast,EV,4340,N844AS,EV4340CRWATL,Arrive,ATL,21:25,2127,-84.42694444,33.64027778
Atlantic Southeast,EV,4340,N844AS,EV4340CRWATL,Depart,CRW,20:00,2000,,
Atlantic Southeast,EV,4341,N838AS,EV4341AMADFW,Arrive,DFW,18:30,1830,-97.0375,32.89638889
Atlantic Southeast,EV,4341,N838AS,EV4341AMADFW,Depart,AMA,17:30,1730,-101.7058333,35.21916667
Atlantic Southeast,EV,4341,N838AS,EV4341DFWAMA,Arrive,AMA,17:05,1707,-101.7058333,35.21916667
Atlantic Southeast,EV,4341,N838AS,EV4341DFWAMA,Depart,DFW,15:45,1545,-97.0375,32.89638889
Atlantic Southeast,EV,4344,N840AS,EV4344CAECVG,Arrive,CVG,14:55,1456,-84.66194444,39.04611111
Atlantic Southeast,EV,4344,N840AS,EV4344CAECVG,Depart,CAE,13:25,1326,-81.11944444,33.93861111
Atlantic Southeast,EV,4344,N840AS,EV4344CVGCAE,Arrive,CAE,12:50,1250,-81.11944444,33.93861111
Atlantic Southeast,EV,4344,N840AS,EV4344CVGCAE,Depart,CVG,11:40,1140,-84.66194444,39.04611111
Atlantic Southeast,EV,4347,N919EV,EV4347APFATL,Arrive,ATL,18:50,1851,-84.42694444,33.64027778
Atlantic Southeast,EV,4347,N919EV,EV4347APFATL,Depart,APF,17:00,1700,,
Atlantic Southeast,EV,4347,N919EV,EV4347ATLAPF,Arrive,APF,16:50,1650,,
Atlantic Southeast,EV,4347,N919EV,EV4347ATLAPF,Depart,ATL,15:15,1515,-84.42694444,33.64027778
Atlantic Southeast,EV,4348,N914EV,EV4348ATLCHO,Arrive,CHO,17:35,1737,,
Atlantic Southeast,EV,4348,N914EV,EV4348ATLCHO,Depart,ATL,16:20,1623,-84.42694444,33.64027778
Atlantic Southeast,EV,4348,N914EV,EV4348CHOATL,Arrive,ATL,20:50,2052,-84.42694444,33.64027778
Atlantic Southeast,EV,4348,N914EV,EV4348CHOATL,Depart,CHO,19:00,1900,,
Atlantic Southeast,EV,4349,N878AS,EV4349AEXDFW,Arrive,DFW,12:15,1217,-97.0375,32.89638889
Atlantic Southeast,EV,4349,N878AS,EV4349AEXDFW,Depart,AEX,11:15,1115,-92.54833333,31.32722222
Atlantic Southeast,EV,4349,N878AS,EV4349DFWAEX,Arrive,AEX,10:35,1039,-92.54833333,31.32722222
Atlantic Southeast,EV,4349,N878AS,EV4349DFWAEX,Depart,DFW,9:40,940,-97.0375,32.89638889
Atlantic Southeast,EV,4350,N530AS,EV4350AGSATL,Arrive,ATL,16:00,1604,-84.42694444,33.64027778
Atlantic Southeast,EV,4350,N530AS,EV4350AGSATL,Depart,AGS,15:05,1505,-81.96444444,33.36972222
Atlantic Southeast,EV,4350,N530AS,EV4350ATLAGS,Arrive,AGS,13:40,1340,-81.96444444,33.36972222
Atlantic Southeast,EV,4350,N530AS,EV4350ATLAGS,Depart,ATL,12:50,1250,-84.42694444,33.64027778
Atlantic Southeast,EV,4351,N716EV,EV4351ATLMGM,Arrive,MGM,19:20,1924,,
Atlantic Southeast,EV,4351,N716EV,EV4351ATLMGM,Depart,ATL,19:35,1939,-84.42694444,33.64027778
Atlantic Southeast,EV,4352,N857AS,EV4352ATLIAH,Arrive,IAH,11:20,1122,-95.33972222,29.98027778
Atlantic Southeast,EV,4352,N857AS,EV4352ATLIAH,Depart,ATL,9:50,950,-84.42694444,33.64027778
Atlantic Southeast,EV,4352,N857AS,EV4352IAHATL,Arrive,ATL,15:15,1517,-84.42694444,33.64027778
Atlantic Southeast,EV,4352,N857AS,EV4352IAHATL,Depart,IAH,11:55,1158,-95.33972222,29.98027778
Atlantic Southeast,EV,4353,N843AS,EV4353ATLABY,Arrive,ABY,22:15,2215,0,0
Atlantic Southeast,EV,4353,N843AS,EV4353ATLABY,Depart,ATL,21:25,2126,-84.42694444,33.64027778
Atlantic Southeast,EV,4354,N907EV,EV4354ATLFAY,Arrive,FAY,21:30,2132,,
Atlantic Southeast,EV,4354,N907EV,EV4354ATLFAY,Depart,ATL,20:20,2021,-84.42694444,33.64027778
Atlantic Southeast,EV,4355,N904EV,EV4355ATLXNA,Arrive,XNA,13:55,1355,,
Atlantic Southeast,EV,4355,N904EV,EV4355ATLXNA,Depart,ATL,12:50,1250,-84.42694444,33.64027778
Atlantic Southeast,EV,4356,N886AS,EV4356DFWTUL,Arrive,TUL,14:00,1403,-95.88805556,36.19833333
Atlantic Southeast,EV,4356,N886AS,EV4356DFWTUL,Depart,DFW,13:20,1320,-97.0375,32.89638889
Atlantic Southeast,EV,4356,N886AS,EV4356TULDFW,Arrive,DFW,16:10,1614,-97.0375,32.89638889
Atlantic Southeast,EV,4356,N886AS,EV4356TULDFW,Depart,TUL,15:10,1510,-95.88805556,36.19833333
Atlantic Southeast,EV,4357,N755EV,EV4357ATLIAH,Arrive,IAH,9:30,930,-95.33972222,29.98027778
Atlantic Southeast,EV,4357,N755EV,EV4357ATLIAH,Depart,ATL,8:20,821,-84.42694444,33.64027778
Atlantic Southeast,EV,4357,N755EV,EV4357IAHATL,Arrive,ATL,13:15,1315,-84.42694444,33.64027778
Atlantic Southeast,EV,4357,N755EV,EV4357IAHATL,Depart,IAH,10:20,1024,-95.33972222,29.98027778
Atlantic Southeast,EV,4358,N828AS,EV4358ATLEVV,Arrive,EVV,17:40,1742,,
Atlantic Southeast,EV,4358,N828AS,EV4358ATLEVV,Depart,ATL,17:20,1722,-84.42694444,33.64027778
Atlantic Southeast,EV,4358,N828AS,EV4358EVVATL,Arrive,ATL,21:25,2129,-84.42694444,33.64027778
Atlantic Southeast,EV,4358,N828AS,EV4358EVVATL,Depart,EVV,19:05,1907,,
Atlantic Southeast,EV,4359,N830AS,EV4359ATLGTR,Arrive,GTR,19:30,1934,,
Atlantic Southeast,EV,4359,N830AS,EV4359ATLGTR,Depart,ATL,19:25,1928,-84.42694444,33.64027778
Atlantic Southeast,EV,4360,N889AS,EV4360DHNATL,Arrive,ATL,7:15,717,-84.42694444,33.64027778
Atlantic Southeast,EV,4360,N889AS,EV4360DHNATL,Depart,DHN,5:10,512,-85.44944444,31.32111111
Atlantic Southeast,EV,4361,N703EV,EV4361ATLSAT,Arrive,SAT,19:35,1938,-98.46972222,29.53361111
Atlantic Southeast,EV,4361,N703EV,EV4361ATLSAT,Depart,ATL,17:55,1759,-84.42694444,33.64027778
Atlantic Southeast,EV,4361,N703EV,EV4361SATATL,Arrive,ATL,23:15,2318,-84.42694444,33.64027778
Atlantic Southeast,EV,4361,N703EV,EV4361SATATL,Depart,SAT,20:20,2021,-98.46972222,29.53361111
Atlantic Southeast,EV,4362,N923EV,EV4362ATLFNT,Arrive,FNT,23:35,2339,,
Atlantic Southeast,EV,4362,N923EV,EV4362ATLFNT,Depart,ATL,21:45,2148,-84.42694444,33.64027778
Atlantic Southeast,EV,4363,N859AS,EV4363BWIATL,Arrive,ATL,22:50,2252,-84.42694444,33.64027778
Atlantic Southeast,EV,4363,N859AS,EV4363BWIATL,Depart,BWI,20:45,2046,-76.66833333,39.17527778
Atlantic Southeast,EV,4365,N868AS,EV4365ATLGPT,Arrive,GPT,9:50,954,,
Atlantic Southeast,EV,4365,N868AS,EV4365ATLGPT,Depart,ATL,9:30,930,-84.42694444,33.64027778
Atlantic Southeast,EV,4365,N868AS,EV4365GPTATL,Arrive,ATL,12:35,1237,-84.42694444,33.64027778
Atlantic Southeast,EV,4365,N868AS,EV4365GPTATL,Depart,GPT,10:20,1023,,
Atlantic Southeast,EV,4367,N637AS,EV4367GNVATL,Arrive,ATL,7:50,750,-84.42694444,33.64027778
Atlantic Southeast,EV,4367,N637AS,EV4367GNVATL,Depart,GNV,6:35,635,-82.27166667,29.69
Atlantic Southeast,EV,4368,N867AS,EV4368FAYATL,Arrive,ATL,9:20,922,-84.42694444,33.64027778
Atlantic Southeast,EV,4368,N867AS,EV4368FAYATL,Depart,FAY,8:00,801,,
Atlantic Southeast,EV,4369,N752EV,EV4369OAKDFW,Arrive,DFW,11:50,1152,-97.0375,32.89638889
Atlantic Southeast,EV,4369,N752EV,EV4369OAKDFW,Depart,OAK,6:40,640,-122.2205556,37.72111111
Atlantic Southeast,EV,4371,N630AS,EV4371ATLCHA,Arrive,CHA,16:00,1604,-85.20361111,35.03527778
